# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1780627014.71036 0.079383 0.138277 -0.003806 -0.491749 0.451794 -0.512481 0.539841 0.0038472593 0.0002929473 -0.0000100667 0.0031070938 0.0002095027 0.0040779374 0.0008505416 0.0001322524 -0.0000395935 0.0025786689 -0.0005839545 0.0012309842
1780627014.74369 0.078536 0.140605 -0.003236 -0.488468 0.451256 -0.511882 0.543824 0.0038081979 0.0002826279 -0.0000339844 0.0030786665 0.0002058475 0.0040810902 0.0008485905 0.0001294309 -0.0000394794 0.0025763432 -0.0005853852 0.0012316225
1780627014.77701 0.062992 0.152013 -0.006539 -0.478585 0.437958 -0.530303 0.545828 0.0037167031 0.0002517693 -0.0000108089 0.0030479016 0.0001825304 0.0038872481 0.0008367302 0.0001347037 -0.0000412522 0.0025533740 -0.0005820418 0.0012243485
1780627014.81034 0.061254 0.151739 -0.005277 -0.477591 0.436407 -0.530903 0.547356 0.0036859597 0.0002474606 -0.0000491214 0.0030695938 0.0002145867 0.0038646868 0.0008417838 0.0001391359 -0.0000401614 0.0025359109 -0.0005819368 0.0012259738
1780627014.84372 0.063326 0.142166 -0.002352 -0.474835 0.445683 -0.525427 0.547562 0.0036570981 0.0002571161 -0.0000473368 0.0030588224 0.0002071853 0.0038284977 0.0008335862 0.0001397208 -0.0000414731 0.0025267615 -0.0005835102 0.0012199923
1780627014.87705 0.062865 0.139826 -0.000437 -0.475457 0.445149 -0.526383 0.546538 0.0036534120 0.0002463967 -0.0000466602 0.0030404599 0.0001983338 0.0038207058 0.0008182385 0.0001399063 -0.0000435698 0.0025233995 -0.0005852234 0.0012046079
1780627014.91032 0.062073 0.137107 -0.000045 -0.475524 0.445897 -0.526962 0.545310 0.0036449828 0.0002461608 -0.0000504227 0.0030378387 0.0001975828 0.0038130276 0.0008135150 0.0001407692 -0.0000443503 0.0025168623 -0.0005863697 0.0012000241
1780627014.94366 0.059459 0.135856 -0.000478 -0.475621 0.445597 -0.527343 0.545103 0.0036357230 0.0002474098 -0.0000533106 0.0030313000 0.0001918463 0.0038068026 0.0008082488 0.0001422062 -0.0000445764 0.0025108994 -0.0005864844 0.0011945611
1780627014.97698 0.056210 0.135138 -0.001651 -0.474986 0.445427 -0.527211 0.545922 0.0036306747 0.0002460023 -0.0000555413 0.0030254121 0.0001872029 0.0038020636 0.0008044405 0.0001438230 -0.0000446994 0.0025051524 -0.0005862637 0.0011905112
1780627015.01030 0.053723 0.134614 -0.002392 -0.473970 0.444860 -0.527265 0.547215 0.0036240815 0.0002455202 -0.0000581607 0.0030203366 0.0001866312 0.0037957718 0.0008006983 0.0001451161 -0.0000449165 0.0024999592 -0.0005863991 0.0011866840
1780627015.04363 0.052386 0.134282 -0.001925 -0.473350 0.445100 -0.527302 0.547520 0.0036141313 0.0002460400 -0.0000622498 0.0030172320 0.0001894615 0.0037881856 0.0007972222 0.0001462352 -0.0000453053 0.0024951274 -0.0005873201 0.0011831281
1780627015.07696 0.051387 0.132873 -0.001001 -0.472240 0.445805 -0.527526 0.547689 0.0036149737 0.0002434868 -0.0000638441 0.0030140828 0.0001888960 0.0037830945 0.0007935617 0.0001468897 -0.0000459886 0.0024912912 -0.0005885025 0.0011794666
1780627015.11030 0.050324 0.130540 -0.000220 -0.472449 0.446116 -0.527692 0.547095 0.0036104095 0.0002432184 -0.0000672793 0.0030119382 0.0001888360 0.0037773768 0.0007891028 0.0001478819 -0.0000467219 0.0024875059 -0.0005895405 0.0011745592
1780627015.14361 0.049690 0.129166 0.000038 -0.473219 0.446725 -0.527816 0.545812 0.0036055509 0.0002437916 -0.0000694089 0.0030089115 0.0001864386 0.0037731543 0.0007854883 0.0001485074 -0.0000471565 0.0024840008 -0.0005900355 0.0011710479
1780627015.17694 0.049647 0.129154 -0.000088 -0.473293 0.448146 -0.528000 0.544404 0.0036028385 0.0002422599 -0.0000704515 0.0030039345 0.0001840873 0.0037694899 0.0007828347 0.0001487365 -0.0000474011 0.0024809032 -0.0005902489 0.0011690584
1780627015.21027 0.048700 0.129446 0.000145 -0.473495 0.447722 -0.527771 0.544798 0.0036012916 0.0002401226 -0.0000712879 0.0029987117 0.0001814558 0.0037662405 0.0007807402 0.0001488300 -0.0000476930 0.0024781107 -0.0005906815 0.0011676474
1780627015.24359 0.047756 0.129089 0.001189 -0.473391 0.446771 -0.527362 0.546065 0.0036029492 0.0002365873 -0.0000703262 0.0029977575 0.0001776635 0.0037640122 0.0007787802 0.0001492153 -0.0000481666 0.0024753266 -0.0005917974 0.0011657216
1780627015.27692 0.048216 0.127133 0.003213 -0.473269 0.446022 -0.527088 0.547046 0.0035994302 0.0002378587 -0.0000714275 0.0029978210 0.0001775478 0.0037605533 0.0007760716 0.0001495010 -0.0000487990 0.0024730525 -0.0005932203 0.0011629672
1780627015.31025 0.049811 0.124439 0.005568 -0.473303 0.445578 -0.527280 0.547193 0.0035933497 0.0002415122 -0.0000741931 0.0030006015 0.0001797573 0.0037562054 0.0007728601 0.0001495122 -0.0000497755 0.0024712676 -0.0005950657 0.0011595407
1780627015.34357 0.050946 0.122766 0.007033 -0.473854 0.445328 -0.527432 0.546773 0.0035895349 0.0002424566 -0.0000760755 0.0029996601 0.0001795382 0.0037527924 0.0007699699 0.0001494117 -0.0000505392 0.0024695611 -0.0005961417 0.0011568232
1780627015.37690 0.051142 0.122783 0.007618 -0.474463 0.444844 -0.527221 0.546843 0.0035803667 0.0002440172 -0.0000782402 0.0029925926 0.0001787452 0.0037497484 0.0007677853 0.0001491398 -0.0000506774 0.0024677005 -0.0005963292 0.0011555606
1780627015.41023 0.051630 0.124060 0.007335 -0.474709 0.444586 -0.527286 0.546777 0.0035769720 0.0002436733 -0.0000793173 0.0029879367 0.0001783589 0.0037465666 0.0007669035 0.0001489524 -0.0000508034 0.0024656169 -0.0005964165 0.0011556392
1780627015.44356 0.052050 0.125459 0.007276 -0.474684 0.444221 -0.527267 0.547113 0.0035746710 0.0002430232 -0.0000799274 0.0029848243 0.0001774378 0.0037441690 0.0007665786 0.0001485385 -0.0000509820 0.0024639107 -0.0005966752 0.0011565604
1780627015.47688 0.051189 0.125764 0.008237 -0.473533 0.442830 -0.526631 0.549844 0.0035675715 0.0002446009 -0.0000833466 0.0029823863 0.0001782776 0.0037401472 0.0007661690 0.0001480837 -0.0000512858 0.0024622278 -0.0005973645 0.0011573714
1780627015.51022 0.050930 0.126177 0.009477 -0.473962 0.442648 -0.526363 0.549877 0.0035665427 0.0002420792 -0.0000841561 0.0029806119 0.0001802410 0.0037369255 0.0007646711 0.0001486389 -0.0000518047 0.0024601894 -0.0005986062 0.0011553824
1780627015.54354 0.051071 0.124958 0.011012 -0.474637 0.442891 -0.526352 0.549110 0.0035606124 0.0002451501 -0.0000860944 0.0029806601 0.0001786654 0.0037345822 0.0007627373 0.0001488659 -0.0000524538 0.0024585963 -0.0005997321 0.0011532481
1780627015.57690 0.050813 0.123083 0.012559 -0.474674 0.442655 -0.526853 0.548788 0.0035548300 0.0002485772 -0.0000873888 0.0029799377 0.0001742837 0.0037331992 0.0007605210 0.0001489416 -0.0000530981 0.0024572126 -0.0006006176 0.0011509298
1780627015.61020 0.050588 0.121695 0.014051 -0.474519 0.443229 -0.527088 0.548231 0.0035527896 0.0002480377 -0.0000887325 0.0029788289 0.0001752640 0.0037304057 0.0007584261 0.0001493783 -0.0000536895 0.0024555120 -0.0006016860 0.0011481493
1780627015.64352 0.049809 0.120543 0.014886 -0.474706 0.442984 -0.526912 0.548436 0.0035515462 0.0002469619 -0.0000898728 0.0029768200 0.0001753598 0.0037278345 0.0007562451 0.0001497962 -0.0000541484 0.0024538440 -0.0006023442 0.0011454731
1780627015.67685 0.048672 0.119834 0.015150 -0.475080 0.442865 -0.526980 0.548144 0.0035501881 0.0002457876 -0.0000900410 0.0029739603 0.0001744030 0.0037260152 0.0007545450 0.0001503955 -0.0000542514 0.0024517879 -0.0006024892 0.0011435047
1780627015.71018 0.047922 0.119023 0.015182 -0.475829 0.443788 -0.527635 0.546114 0.0035482261 0.0002458172 -0.0000899099 0.0029716782 0.0001722419 0.0037252906 0.0007525244 0.0001512058 -0.0000543783 0.0024497103 -0.0006026557 0.0011408467
1780627015.74350 0.047059 0.117216 0.015076 -0.476194 0.445366 -0.527868 0.544283 0.0035441957 0.0002489272 -0.0000910335 0.0029715854 0.0001680964 0.0037242236 0.0007502732 0.0001518470 -0.0000545582 0.0024478935 -0.0006027208 0.0011380957
1780627015.77684 0.046031 0.115352 0.014883 -0.476121 0.446057 -0.528028 0.543626 0.0035433053 0.0002491389 -0.0000912750 0.0029695236 0.0001652858 0.0037229615 0.0007477010 0.0001525809 -0.0000546661 0.0024460267 -0.0006025749 0.0011349065
1780627015.81021 0.044814 0.113651 0.015079 -0.476094 0.445574 -0.527870 0.544198 0.0035438056 0.0002474329 -0.0000914036 0.0029667734 0.0001647548 0.0037211618 0.0007455282 0.0001531550 -0.0000548334 0.0024442831 -0.0006027166 0.0011321308
1780627015.84348 0.043684 0.111735 0.015271 -0.476007 0.444808 -0.528261 0.544522 0.0035422716 0.0002470698 -0.0000921931 0.0029663096 0.0001669003 0.0037186747 0.0007435773 0.0001537995 -0.0000552226 0.0024425859 -0.0006035940 0.0011290042
1780627015.87681 0.043066 0.108540 0.016320 -0.475839 0.446185 -0.528272 0.543530 0.0035401788 0.0002489858 -0.0000932369 0.0029678926 0.0001669174 0.0037169759 0.0007404881 0.0001549081 -0.0000554537 0.0024406887 -0.0006037845 0.0011243551
1780627015.91014 0.042340 0.105070 0.016918 -0.476184 0.447682 -0.528186 0.542078 0.0035387376 0.0002494702 -0.0000939220 0.0029667086 0.0001652830 0.0037153635 0.0007368169 0.0001558447 -0.0000558933 0.0024390888 -0.0006040168 0.0011189903
1780627015.94348 0.041071 0.101670 0.017060 -0.476013 0.448876 -0.527521 0.541889 0.0035388080 0.0002487840 -0.0000937404 0.0029639964 0.0001626206 0.0037144829 0.0007337056 0.0001567938 -0.0000559941 0.0024372210 -0.0006038148 0.0011147059
1780627015.97679 0.039789 0.099033 0.016648 -0.476166 0.450344 -0.527297 0.540753 0.0035399410 0.0002463332 -0.0000933169 0.0029600441 0.0001616363 0.0037131759 0.0007308222 0.0001577341 -0.0000561563 0.0024353834 -0.0006039498 0.0011104121
1780627016.01012 0.038510 0.096810 0.015667 -0.476370 0.451554 -0.527237 0.539622 0.0035401179 0.0002454618 -0.0000933451 0.0029577723 0.0001606642 0.0037116698 0.0007280541 0.0001587396 -0.0000560295 0.0024333526 -0.0006034558 0.0011067011
1780627016.04345 0.036718 0.094915 0.014428 -0.476754 0.451478 -0.526603 0.539965 0.0035397132 0.0002457177 -0.0000932840 0.0029552121 0.0001576420 0.0037106057 0.0007255066 0.0001596551 -0.0000558260 0.0024313388 -0.0006028208 0.0011034531
1780627016.07681 0.035053 0.093880 0.013153 -0.477324 0.451118 -0.525991 0.540358 0.0035385896 0.0002458231 -0.0000932605 0.0029539583 0.0001574114 0.0037092441 0.0007240721 0.0001604146 -0.0000556166 0.0024293412 -0.0006026473 0.0011014420
1780627016.11010 0.033595 0.092888 0.011820 -0.477704 0.451030 -0.525365 0.540706 0.0035374555 0.0002461547 -0.0000919580 0.0029519836 0.0001549834 0.0037091903 0.0007226401 0.0001613149 -0.0000552586 0.0024273812 -0.0006021164 0.0010996174
1780627016.14342 0.032255 0.091524 0.009978 -0.478128 0.451139 -0.524560 0.541021 0.0035357670 0.0002472658 -0.0000918829 0.0029509856 0.0001534954 0.0037081988 0.0007205616 0.0001621792 -0.0000550360 0.0024256146 -0.0006014471 0.0010969623
1780627016.17676 0.030839 0.090380 0.007152 -0.477809 0.451239 -0.524253 0.541517 0.0035368996 0.0002459790 -0.0000908914 0.0029490638 0.0001525992 0.0037073763 0.0007184547 0.0001631682 -0.0000545924 0.0024237548 -0.0006001969 0.0010945275
1780627016.21009 0.029906 0.089291 0.003688 -0.477809 0.451829 -0.524154 0.541121 0.0035383083 0.0002436675 -0.0000905981 0.0029460469 0.0001526422 0.0037061231 0.0007162043 0.0001642821 -0.0000540349 0.0024218657 -0.0005985652 0.0010919845
1780627016.24341 0.029753 0.087798 0.000284 -0.477294 0.453131 -0.524473 0.540176 0.0035377948 0.0002436503 -0.0000912601 0.0029451586 0.0001533301 0.0037039192 0.0007139675 0.0001649662 -0.0000536502 0.0024205380 -0.0005970659 0.0010897318
1780627016.27674 0.030023 0.086509 -0.003759 -0.477089 0.455143 -0.524775 0.538370 0.0035365456 0.0002438039 -0.0000926373 0.0029445935 0.0001537737 0.0037011704 0.0007116553 0.0001656135 -0.0000532217 0.0024194108 -0.0005954912 0.0010874148
1780627016.31008 0.029445 0.086259 -0.009522 -0.477075 0.456415 -0.525124 0.536963 0.0035376995 0.0002431222 -0.0000922857 0.0029426513 0.0001517930 0.0037002917 0.0007104368 0.0001662853 -0.0000523708 0.0024183786 -0.0005931102 0.0010867217
1780627016.34339 0.028102 0.086450 -0.016445 -0.477422 0.457315 -0.525352 0.535665 0.0035402869 0.0002406421 -0.0000905314 0.0029388424 0.0001492266 0.0037003019 0.0007099608 0.0001676066 -0.0000510886 0.0024172410 -0.0005898206 0.0010863576
1780627016.37672 0.026067 0.085106 -0.023042 -0.477921 0.457712 -0.525210 0.535019 0.0035395777 0.0002418862 -0.0000899958 0.0029385532 0.0001466279 0.0036997428 0.0007090793 0.0001690910 -0.0000499960 0.0024165161 -0.0005867260 0.0010847813
1780627016.41006 0.023789 0.082685 -0.029038 -0.478674 0.458238 -0.524727 0.534370 0.0035371654 0.0002451022 -0.0000897842 0.0029404795 0.0001438173 0.0036992653 0.0007072773 0.0001708796 -0.0000493872 0.0024155280 -0.0005848494 0.0010812142
1780627016.44343 0.020680 0.078966 -0.034626 -0.479181 0.456414 -0.523981 0.536205 0.0035398759 0.0002457769 -0.0000845903 0.0029404321 0.0001377888 0.0037051092 0.0007055011 0.0001728142 -0.0000487585 0.0024153633 -0.0005827667 0.0010773766
1780627016.47672 0.018606 0.073655 -0.038471 -0.479032 0.456506 -0.523669 0.536564 0.0035440227 0.0002437277 -0.0000799078 0.0029421435 0.0001344334 0.0037100146 0.0007029581 0.0001750289 -0.0000484671 0.0024149202 -0.0005815669 0.0010720043
1780627016.51003 0.016682 0.065529 -0.040876 -0.476822 0.457318 -0.523689 0.537821 0.0035483263 0.0002417977 -0.0000764179 0.0029425982 0.0001333758 0.0037120366 0.0006987093 0.0001766511 -0.0000485823 0.0024145634 -0.0005816514 0.0010649296
1780627016.54337 0.015801 0.058938 -0.042179 -0.476697 0.458627 -0.523971 0.536541 0.0035519320 0.0002382895 -0.0000749223 0.0029414219 0.0001356365 0.0037116482 0.0006934558 0.0001784621 -0.0000490390 0.0024136679 -0.0005826201 0.0010562550
1780627016.57669 0.015552 0.054843 -0.042803 -0.477124 0.459211 -0.524740 0.534907 0.0035515774 0.0002387684 -0.0000742824 0.0029415681 0.0001347209 0.0037114563 0.0006908469 0.0001792993 -0.0000492285 0.0024130544 -0.0005830572 0.0010520640
1780627016.61002 0.015784 0.052229 -0.042679 -0.477949 0.459663 -0.525724 0.532812 0.0035468966 0.0002439115 -0.0000767574 0.0029470836 0.0001375694 0.0037091862 0.0006896083 0.0001795814 -0.0000493501 0.0024123392 -0.0005834064 0.0010503406
1780627016.64334 0.015787 0.050050 -0.042675 -0.478715 0.460174 -0.526261 0.531151 0.0035424941 0.0002483096 -0.0000791842 0.0029508717 0.0001388139 0.0037070136 0.0006888686 0.0001796008 -0.0000494055 0.0024116754 -0.0005836186 0.0010495154
1780627016.67671 0.015886 0.048765 -0.042283 -0.480012 0.460043 -0.525968 0.530384 0.0035397862 0.0002476901 -0.0000816781 0.0029447256 0.0001393333 0.0037035572 0.0006880170 0.0001796622 -0.0000493857 0.0024111092 -0.0005835143 0.0010481167
1780627016.71000 0.016054 0.048176 -0.042466 -0.479637 0.459850 -0.525161 0.531688 0.0035427243 0.0002429098 -0.0000801377 0.0029392357 0.0001383916 0.0037029510 0.0006872602 0.0001796221 -0.0000493794 0.0024106471 -0.0005836489 0.0010473091
1780627016.74332 0.016459 0.048458 -0.041836 -0.479295 0.459084 -0.524541 0.533268 0.0035434036 0.0002405184 -0.0000797709 0.0029368480 0.0001394959 0.0037014712 0.0006866808 0.0001794150 -0.0000494850 0.0024099167 -0.0005840363 0.0010469652
1780627016.77664 0.017190 0.049397 -0.040418 -0.479333 0.459062 -0.524320 0.533470 0.0035419610 0.0002409158 -0.0000794223 0.0029358299 0.0001387326 0.0037005398 0.0006863744 0.0001790772 -0.0000496235 0.0024090729 -0.0005844907 0.0010471847
1780627016.81001 0.018380 0.051143 -0.038277 -0.479844 0.459374 -0.524798 0.532271 0.0035354933 0.0002452877 -0.0000817383 0.0029351925 0.0001391402 0.0036979304 0.0006862388 0.0001782951 -0.0000499370 0.0024079006 -0.0005853130 0.0010479524
1780627016.84330 0.020113 0.053414 -0.035540 -0.480287 0.459922 -0.525473 0.530731 0.0035342347 0.0002458343 -0.0000824149 0.0029356328 0.0001400449 0.0036962020 0.0006868066 0.0001772469 -0.0000501657 0.0024071170 -0.0005861129 0.0010500947
1780627016.87663 0.021737 0.055646 -0.032974 -0.480498 0.460419 -0.525737 0.529846 0.0035363088 0.0002438194 -0.0000809764 0.0029369736 0.0001380114 0.0036961496 0.0006873634 0.0001763793 -0.0000503437 0.0024065859 -0.0005868597 0.0010519982
1780627016.90996 0.023044 0.058285 -0.030975 -0.480622 0.461135 -0.526224 0.528626 0.0035371649 0.0002430108 -0.0000800703 0.0029355224 0.0001365383 0.0036959373 0.0006879864 0.0001757558 -0.0000504315 0.0024061780 -0.0005873281 0.0010536889
1780627016.94329 0.022140 0.058592 -0.030099 -0.475022 0.462562 -0.526770 0.531888 0.0035425306 0.0002429374 -0.0000870677 0.0029344404 0.0001374734 0.0037148688 0.0006890181 0.0001748091 -0.0000502695 0.0024064572 -0.0005878653 0.0010558720
1780627016.97661 0.021932 0.058579 -0.029018 -0.474771 0.462144 -0.525467 0.533760 0.0035503275 0.0002366928 -0.0000946510 0.0029313340 0.0001452117 0.0037294914 0.0006884588 0.0001749847 -0.0000501468 0.0024066175 -0.0005885187 0.0010543701
1780627017.00994 0.022045 0.057083 -0.027384 -0.474641 0.462122 -0.524955 0.534398 0.0035483232 0.0002358249 -0.0000935654 0.0029288286 0.0001433499 0.0037206143 0.0006874679 0.0001750403 -0.0000503346 0.0024056344 -0.0005891753 0.0010531408
1780627017.04327 0.021895 0.054590 -0.025851 -0.473021 0.461851 -0.525648 0.535387 0.0035449513 0.0002348401 -0.0000872603 0.0029257680 0.0001435544 0.0037082198 0.0006856064 0.0001753199 -0.0000508414 0.0024044326 -0.0005898733 0.0010507059
1780627017.07660 0.022465 0.051260 -0.024045 -0.470482 0.463487 -0.525324 0.536526 0.0035462764 0.0002351812 -0.0000896792 0.0029260112 0.0001448400 0.0037125285 0.0006837272 0.0001755161 -0.0000512104 0.0024041073 -0.0005908759 0.0010477400
1780627017.10992 0.022670 0.047038 -0.022262 -0.469522 0.464251 -0.524113 0.537890 0.0035486264 0.0002337095 -0.0000908591 0.0029257307 0.0001477624 0.0037141219 0.0006816573 0.0001756436 -0.0000517512 0.0024038030 -0.0005919462 0.0010444743
