# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1781061940.13813 0.034560 0.076910 0.071582 -0.329598 0.199003 -0.631177 0.673334 0.0029788404 0.0002514459 -0.0002881430 0.0017744753 0.0014426298 0.0018840937 0.0021163923 0.0020927375 -0.0001393877 0.0024778993 -0.0000228050 0.0002204327
1781061940.17146 0.034680 0.076850 0.071704 -0.329251 0.199568 -0.630989 0.673513 0.0029758871 0.0002497074 -0.0002893055 0.0017718012 0.0014402107 0.0018818075 0.0021163784 0.0020927454 -0.0001393969 0.0024778942 -0.0000228028 0.0002203733
1781061940.20479 0.034781 0.076797 0.071781 -0.329044 0.200128 -0.630789 0.673635 0.0029729781 0.0002479932 -0.0002904524 0.0017691658 0.0014378270 0.0018795550 0.0021163648 0.0020927531 -0.0001394059 0.0024778892 -0.0000228006 0.0002203147
1781061940.23811 0.034870 0.076743 0.071832 -0.328921 0.200695 -0.630581 0.673721 0.0029701127 0.0002463031 -0.0002915838 0.0017665687 0.0014354781 0.0018773358 0.0021163513 0.0020927607 -0.0001394148 0.0024778842 -0.0000227985 0.0002202570
1781061940.27144 0.034958 0.076689 0.071863 -0.328897 0.201213 -0.630388 0.673758 0.0029672893 0.0002446361 -0.0002927002 0.0017640084 0.0014331628 0.0018751486 0.0021163381 0.0020927682 -0.0001394237 0.0024778793 -0.0000227964 0.0002202000
1781061940.30477 0.035051 0.076629 0.071898 -0.328860 0.201774 -0.630173 0.673810 0.0029645078 0.0002429922 -0.0002938018 0.0017614847 0.0014308809 0.0018729933 0.0021163250 0.0020927756 -0.0001394324 0.0024778745 -0.0000227943 0.0002201438
1781061940.33809 0.035136 0.076566 0.071922 -0.328849 0.202339 -0.629948 0.673856 0.0029617672 0.0002413710 -0.0002948888 0.0017589971 0.0014286318 0.0018708693 0.0021163122 0.0020927829 -0.0001394411 0.0024778698 -0.0000227922 0.0002200884
1781061940.37144 0.035210 0.076508 0.071923 -0.328923 0.202850 -0.629739 0.673862 0.0029590642 0.0002397704 -0.0002959624 0.0017565423 0.0014264126 0.0018687740 0.0021162995 0.0020927901 -0.0001394496 0.0024778651 -0.0000227902 0.0002200337
1781061940.40476 0.035275 0.076456 0.071915 -0.329022 0.203332 -0.629538 0.673857 0.0029564030 0.0002381931 -0.0002970209 0.0017541243 0.0014242271 0.0018667106 0.0021162870 0.0020927971 -0.0001394581 0.0024778606 -0.0000227882 0.0002199798
1781061940.43813 0.035341 0.076408 0.071918 -0.329062 0.203847 -0.629325 0.673880 0.0029537758 0.0002366345 -0.0002980674 0.0017517361 0.0014220686 0.0018646731 0.0021162747 0.0020928041 -0.0001394665 0.0024778560 -0.0000227862 0.0002199264
1781061940.47140 0.035417 0.076355 0.071936 -0.329052 0.204421 -0.629090 0.673931 0.0029511933 0.0002351010 -0.0002990975 0.0017493874 0.0014199461 0.0018626698 0.0021162626 0.0020928109 -0.0001394747 0.0024778516 -0.0000227842 0.0002198740
1781061940.50472 0.035504 0.076296 0.071979 -0.328949 0.205054 -0.628834 0.674027 0.0029486440 0.0002335859 -0.0003001158 0.0017470678 0.0014178502 0.0018606919 0.0021162506 0.0020928177 -0.0001394829 0.0024778472 -0.0000227822 0.0002198221
1781061940.53806 0.035590 0.076233 0.072030 -0.328810 0.205682 -0.628577 0.674143 0.0029461297 0.0002320902 -0.0003011215 0.0017447791 0.0014157823 0.0018587406 0.0021162388 0.0020928243 -0.0001394910 0.0024778429 -0.0000227803 0.0002197709
1781061940.57138 0.035668 0.076176 0.072068 -0.328717 0.206263 -0.628333 0.674239 0.0029436513 0.0002306145 -0.0003021142 0.0017425219 0.0014137431 0.0018568168 0.0021162272 0.0020928309 -0.0001394990 0.0024778386 -0.0000227784 0.0002197204
1781061940.60471 0.035739 0.076119 0.072098 -0.328636 0.206869 -0.628071 0.674337 0.0029412074 0.0002291581 -0.0003030944 0.0017402952 0.0014117317 0.0018549195 0.0021162157 0.0020928373 -0.0001395069 0.0024778344 -0.0000227765 0.0002196706
1781061940.63803 0.035810 0.076060 0.072128 -0.328553 0.207501 -0.627793 0.674442 0.0029387972 0.0002277205 -0.0003040623 0.0017380982 0.0014097474 0.0018530478 0.0021162044 0.0020928437 -0.0001395148 0.0024778303 -0.0000227747 0.0002196213
1781061940.67136 0.035886 0.075999 0.072178 -0.328387 0.208165 -0.627504 0.674587 0.0029364200 0.0002263013 -0.0003050183 0.0017359303 0.0014077895 0.0018512014 0.0021161932 0.0020928499 -0.0001395225 0.0024778262 -0.0000227728 0.0002195727
1781061940.70468 0.035968 0.075937 0.072266 -0.328061 0.208865 -0.627210 0.674803 0.0029340759 0.0002249007 -0.0003059622 0.0017337916 0.0014058582 0.0018493804 0.0021161822 0.0020928561 -0.0001395302 0.0024778222 -0.0000227710 0.0002195248
1781061940.73801 0.036063 0.075873 0.072389 -0.327606 0.209603 -0.626909 0.675075 0.0029317632 0.0002235177 -0.0003068947 0.0017316807 0.0014039522 0.0018475833 0.0021161714 0.0020928622 -0.0001395378 0.0024778183 -0.0000227692 0.0002194774
1781061940.77134 0.036164 0.075809 0.072503 -0.327206 0.210329 -0.626614 0.675317 0.0029294821 0.0002221524 -0.0003078156 0.0017295976 0.0014020715 0.0018458104 0.0021161607 0.0020928682 -0.0001395453 0.0024778144 -0.0000227675 0.0002194306
1781061940.80467 0.036249 0.075749 0.072561 -0.327040 0.210941 -0.626350 0.675451 0.0029272316 0.0002208044 -0.0003087252 0.0017275417 0.0014002156 0.0018440610 0.0021161501 0.0020928741 -0.0001395527 0.0024778105 -0.0000227657 0.0002193844
1781061940.83800 0.036317 0.075689 0.072606 -0.326896 0.211523 -0.626094 0.675576 0.0029250113 0.0002194733 -0.0003096238 0.0017255125 0.0013983838 0.0018423347 0.0021161397 0.0020928800 -0.0001395601 0.0024778067 -0.0000227640 0.0002193388
1781061940.87134 0.036379 0.075629 0.072658 -0.326708 0.212068 -0.625856 0.675717 0.0029228193 0.0002181581 -0.0003105120 0.0017235083 0.0013965749 0.0018406300 0.0021161294 0.0020928857 -0.0001395674 0.0024778030 -0.0000227623 0.0002192937
1781061940.90466 0.036419 0.075580 0.072686 -0.326600 0.212487 -0.625666 0.675813 0.0029206585 0.0002168606 -0.0003113887 0.0017215318 0.0013947911 0.0018389493 0.0021161192 0.0020928914 -0.0001395746 0.0024777993 -0.0000227606 0.0002192492
1781061940.93798 0.036444 0.075535 0.072714 -0.326459 0.212874 -0.625486 0.675926 0.0029185257 0.0002155789 -0.0003122551 0.0017195801 0.0013930299 0.0018372900 0.0021161092 0.0020928970 -0.0001395817 0.0024777957 -0.0000227589 0.0002192053
1781061940.97131 0.036494 0.075474 0.072856 -0.325836 0.213460 -0.625250 0.676260 0.0029164204 0.0002143127 -0.0003131113 0.0017176528 0.0013912908 0.0018356518 0.0021160993 0.0020929025 -0.0001395887 0.0024777921 -0.0000227572 0.0002191619
1781061941.00464 0.035715 0.073677 0.069192 -0.328777 0.217782 -0.629736 0.669260 0.0029507938 0.0001395325 -0.0002384532 0.0016591237 0.0013911923 0.0019058971 0.0021204286 0.0020918103 -0.0001405660 0.0024807132 -0.0000235633 0.0002150612
1781061941.03796 0.035735 0.073614 0.069206 -0.328769 0.217929 -0.629619 0.669326 0.0029475893 0.0001389737 -0.0002384998 0.0016586505 0.0013907488 0.0019053796 0.0021204093 0.0020918145 -0.0001405520 0.0024807002 -0.0000235585 0.0002150454
1781061941.07129 0.035833 0.073566 0.069180 -0.329026 0.218572 -0.629296 0.669294 0.0029444225 0.0001384208 -0.0002385470 0.0016581837 0.0013903117 0.0019048697 0.0021203902 0.0020918187 -0.0001405381 0.0024806874 -0.0000235537 0.0002150296
1781061941.10462 0.035920 0.073509 0.069172 -0.329169 0.219326 -0.628950 0.669302 0.0029412944 0.0001378741 -0.0002385945 0.0016577235 0.0013898810 0.0019043675 0.0021203714 0.0020918228 -0.0001405244 0.0024806748 -0.0000235490 0.0002150141
1781061941.13794 0.035946 0.073443 0.069201 -0.329057 0.219759 -0.628764 0.669390 0.0029382038 0.0001373334 -0.0002386424 0.0016572698 0.0013894566 0.0019038727 0.0021203528 0.0020918267 -0.0001405109 0.0024806623 -0.0000235444 0.0002149988
1781061941.17127 0.035940 0.073398 0.069236 -0.328882 0.219916 -0.628707 0.669479 0.0029351497 0.0001367985 -0.0002386906 0.0016568221 0.0013890382 0.0019033852 0.0021203345 0.0020918307 -0.0001404975 0.0024806501 -0.0000235398 0.0002149836
1781061941.20459 0.035913 0.073378 0.069279 -0.328629 0.219987 -0.628693 0.669592 0.0029321318 0.0001362694 -0.0002387392 0.0016563807 0.0013886259 0.0019029048 0.0021203164 0.0020918345 -0.0001404842 0.0024806380 -0.0000235353 0.0002149687
1781061941.23792 0.035881 0.073386 0.069312 -0.328416 0.220040 -0.628684 0.669688 0.0029291492 0.0001357459 -0.0002387881 0.0016559451 0.0013882193 0.0019024314 0.0021202986 0.0020918382 -0.0001404712 0.0024806261 -0.0000235308 0.0002149538
1781061941.27125 0.035847 0.073404 0.069348 -0.328179 0.220119 -0.628666 0.669795 0.0029262019 0.0001352281 -0.0002388372 0.0016555155 0.0013878186 0.0019019648 0.0021202809 0.0020918419 -0.0001404582 0.0024806144 -0.0000235263 0.0002149392
1781061941.30457 0.035787 0.073410 0.069411 -0.327787 0.220134 -0.628689 0.669961 0.0029232892 0.0001347159 -0.0002388866 0.0016550917 0.0013874235 0.0019015050 0.0021202635 0.0020918455 -0.0001404454 0.0024806028 -0.0000235219 0.0002149247
1781061941.33790 0.035708 0.073411 0.069489 -0.327302 0.220004 -0.628784 0.670151 0.0029204101 0.0001342091 -0.0002389362 0.0016546735 0.0013870339 0.0019010517 0.0021202463 0.0020918490 -0.0001404328 0.0024805914 -0.0000235175 0.0002149104
1781061941.37123 0.035635 0.073407 0.069572 -0.326809 0.219879 -0.628880 0.670342 0.0029175643 0.0001337077 -0.0002389861 0.0016542609 0.0013866498 0.0019006049 0.0021202293 0.0020918525 -0.0001404203 0.0024805801 -0.0000235132 0.0002148963
1781061941.40456 0.035577 0.073393 0.069651 -0.326354 0.219843 -0.628934 0.670525 0.0029147513 0.0001332116 -0.0002390361 0.0016538537 0.0013862709 0.0019001644 0.0021202125 0.0020918559 -0.0001404080 0.0024805691 -0.0000235090 0.0002148823
1781061941.43789 0.035548 0.073375 0.069710 -0.326025 0.219933 -0.628928 0.670661 0.0029119705 0.0001327208 -0.0002390863 0.0016534519 0.0013858972 0.0018997301 0.0021201959 0.0020918592 -0.0001403957 0.0024805581 -0.0000235047 0.0002148685
1781061941.47121 0.035543 0.073358 0.069756 -0.325783 0.220143 -0.628881 0.670754 0.0029092218 0.0001322352 -0.0002391366 0.0016530554 0.0013855287 0.0018993019 0.0021201796 0.0020918625 -0.0001403837 0.0024805473 -0.0000235005 0.0002148548
1781061941.50454 0.035549 0.073351 0.069782 -0.325640 0.220343 -0.628847 0.670790 0.0029065043 0.0001317546 -0.0002391870 0.0016526640 0.0013851653 0.0018988796 0.0021201634 0.0020918657 -0.0001403717 0.0024805367 -0.0000234964 0.0002148413
1781061941.53788 0.035576 0.073356 0.069785 -0.325639 0.220583 -0.628790 0.670764 0.0029038164 0.0001312789 -0.0002392376 0.0016522775 0.0013848066 0.0018984630 0.0021201474 0.0020918688 -0.0001403599 0.0024805262 -0.0000234923 0.0002148279
1781061941.57119 0.035611 0.073353 0.069787 -0.325648 0.220906 -0.628696 0.670743 0.0029011608 0.0001308085 -0.0002392883 0.0016518963 0.0013844529 0.0018980525 0.0021201316 0.0020918719 -0.0001403482 0.0024805159 -0.0000234883 0.0002148147
1781061941.60452 0.035634 0.073333 0.069807 -0.325564 0.221176 -0.628634 0.670752 0.0028985342 0.0001303429 -0.0002393390 0.0016515199 0.0013841039 0.0018976474 0.0021201160 0.0020918749 -0.0001403366 0.0024805057 -0.0000234842 0.0002148017
1781061941.63785 0.035971 0.074641 0.069624 -0.326900 0.220128 -0.625279 0.673577 0.0029138194 0.0001005599 -0.0002079849 0.0016843758 0.0013849194 0.0018964415 0.0021243871 0.0020927535 -0.0001397520 0.0024882834 -0.0000219318 0.0002193618
1781061941.67117 0.035250 0.076558 0.068525 -0.327490 0.218777 -0.622755 0.676065 0.0029278452 0.0000984146 -0.0001994186 0.0017063581 0.0013873762 0.0019094517 0.0021348512 0.0020938647 -0.0001388826 0.0025005980 -0.0000192784 0.0002302903
1781061941.70450 0.033775 0.078347 0.067038 -0.327704 0.217622 -0.620858 0.678075 0.0029484700 0.0000964977 -0.0001900275 0.0017291576 0.0013932265 0.0019208027 0.0021485263 0.0020962841 -0.0001374446 0.0025168970 -0.0000131721 0.0002433876
1781061941.73783 0.036660 0.079414 0.066486 -0.329090 0.217458 -0.618120 0.679956 0.0029749964 0.0000981214 -0.0001844113 0.0017491830 0.0013957795 0.0019470370 0.0021695646 0.0020983483 -0.0001350276 0.0025387223 -0.0000074774 0.0002626612
1781061941.77116 0.038128 0.081635 0.064913 -0.333469 0.218028 -0.609711 0.685211 0.0030058137 0.0001045081 -0.0001857863 0.0017724645 0.0013913783 0.0019974727 0.0021969673 0.0021015474 -0.0001299176 0.0025629276 0.0000001910 0.0002948317
1781061941.80448 0.037991 0.084400 0.063008 -0.335004 0.216300 -0.603060 0.690872 0.0030399222 0.0001026025 -0.0001765816 0.0018123530 0.0013888014 0.0020287100 0.0022265231 0.0021056777 -0.0001184209 0.0025879715 0.0000083807 0.0003380114
1781061941.83781 0.035568 0.083884 0.058531 -0.334229 0.215245 -0.597432 0.696445 0.0030141633 0.0001288942 -0.0001595044 0.0018307566 0.0013710869 0.0020345904 0.0022194210 0.0021303180 -0.0000627339 0.0025834936 -0.0000050972 0.0003547800
1781061941.87114 0.033915 0.084885 0.052593 -0.335395 0.214708 -0.591360 0.701216 0.0030189447 0.0001246541 -0.0001446637 0.0018443990 0.0013585949 0.0020648768 0.0022325900 0.0021371289 -0.0000242269 0.0025967315 0.0000033443 0.0004036490
1781061941.90446 0.033315 0.088149 0.044658 -0.338639 0.213725 -0.584967 0.705308 0.0030523511 0.0001255195 -0.0001319739 0.0018608456 0.0013490749 0.0021039619 0.0022661942 0.0021456853 0.0000110841 0.0026177855 0.0000136643 0.0004703341
1781061941.93779 0.050047 0.091646 0.055460 -0.344440 0.220439 -0.586399 0.699217 0.0030207730 0.0001469077 -0.0001539114 0.0018465545 0.0013429297 0.0021006946 0.0022448383 0.0021418320 0.0000149327 0.0026132315 0.0000091418 0.0004845500
1781061941.97112 0.065306 0.071513 0.068031 -0.338534 0.235693 -0.599452 0.685930 0.0029346166 0.0001502576 -0.0001568286 0.0016684549 0.0013945427 0.0021259362 0.0021526848 0.0021046267 -0.0001314270 0.0025621324 -0.0000546363 0.0003138400
1781061942.00444 0.049866 0.071974 0.065133 -0.332754 0.236888 -0.616220 0.673373 0.0028950466 0.0000781361 -0.0001459686 0.0015447175 0.0013646894 0.0020036151 0.0021383420 0.0020949273 -0.0001536987 0.0024957870 -0.0000306078 0.0002368440
1781061942.03777 0.050445 0.073048 0.064173 -0.332752 0.237406 -0.615974 0.673417 0.0028816593 0.0000804553 -0.0001709528 0.0015678629 0.0013577594 0.0019719436 0.0021351278 0.0020938725 -0.0001491684 0.0024957723 -0.0000280057 0.0002308377
1781061942.07110 0.053237 0.071355 0.063391 -0.333668 0.239718 -0.612480 0.675329 0.0028752467 0.0000778240 -0.0001734203 0.0015672572 0.0013531175 0.0019820965 0.0021357594 0.0020925397 -0.0001493355 0.0024976811 -0.0000276312 0.0002322801
1781061942.10442 0.056123 0.069893 0.062465 -0.333994 0.242037 -0.609543 0.676996 0.0028717611 0.0000751283 -0.0001706955 0.0015534110 0.0013500464 0.0020046384 0.0021376704 0.0020913001 -0.0001513413 0.0024995829 -0.0000276627 0.0002326461
1781061942.13775 0.058299 0.069847 0.061534 -0.334356 0.243671 -0.607983 0.677634 0.0028692629 0.0000760060 -0.0001719337 0.0015466176 0.0013477988 0.0020188103 0.0021397622 0.0020903893 -0.0001533462 0.0025011657 -0.0000277643 0.0002334748
1781061942.17108 0.060305 0.071596 0.060514 -0.335478 0.243713 -0.605130 0.679615 0.0028678147 0.0000767616 -0.0001763527 0.0015488495 0.0013429881 0.0020396302 0.0021421444 0.0020892529 -0.0001536062 0.0025047916 -0.0000300864 0.0002371129
1781061942.20442 0.061872 0.072106 0.059061 -0.335933 0.244868 -0.603350 0.680557 0.0028650409 0.0000744505 -0.0001733810 0.0015498364 0.0013420885 0.0020549682 0.0021432590 0.0020890406 -0.0001530341 0.0025080696 -0.0000330321 0.0002419887
1781061942.23774 0.062936 0.072060 0.058339 -0.335868 0.246553 -0.601812 0.681342 0.0028628600 0.0000656238 -0.0001627341 0.0015428741 0.0013410435 0.0020706684 0.0021438320 0.0020890429 -0.0001530448 0.0025110359 -0.0000352234 0.0002450287
1781061942.27106 0.063959 0.071099 0.058088 -0.335390 0.248910 -0.600444 0.681927 0.0028592921 0.0000574166 -0.0001515039 0.0015335547 0.0013392381 0.0020849203 0.0021446769 0.0020888810 -0.0001534393 0.0025133287 -0.0000369304 0.0002468295
1781061942.30439 0.064656 0.069678 0.059065 -0.334455 0.251399 -0.599856 0.681990 0.0028514794 0.0000526581 -0.0001450179 0.0015139468 0.0013321914 0.0020811725 0.0021448236 0.0020887768 -0.0001545026 0.0025088549 -0.0000317067 0.0002399651
1781061942.33772 0.064106 0.069946 0.059738 -0.333412 0.252436 -0.599922 0.682060 0.0028458558 0.0000493794 -0.0001408155 0.0015103513 0.0013302754 0.0020846380 0.0021467180 0.0020881746 -0.0001556721 0.0025101085 -0.0000323759 0.0002396719
1781061942.37104 0.062966 0.070275 0.060586 -0.332280 0.252807 -0.600693 0.681797 0.0028378365 0.0000502825 -0.0001385490 0.0015110691 0.0013292812 0.0020817814 0.0021470941 0.0020878974 -0.0001552683 0.0025104692 -0.0000326209 0.0002394002
1781061942.40437 0.062663 0.070021 0.060988 -0.331444 0.253806 -0.600393 0.682097 0.0028288462 0.0000521885 -0.0001342956 0.0015090436 0.0013271160 0.0020785379 0.0021467392 0.0020880341 -0.0001551293 0.0025102477 -0.0000326092 0.0002393090
1781061942.43770 0.061552 0.070125 0.061912 -0.330249 0.254449 -0.601184 0.681739 0.0028212532 0.0000438103 -0.0001242326 0.0015055173 0.0013257719 0.0020768638 0.0021465855 0.0020877515 -0.0001544216 0.0025101946 -0.0000327079 0.0002384591
1781061942.47102 0.060960 0.070153 0.062299 -0.329552 0.254784 -0.601373 0.681785 0.0028125694 0.0000409003 -0.0001176025 0.0015050987 0.0013246693 0.0020717246 0.0021461086 0.0020876033 -0.0001537856 0.0025099375 -0.0000327141 0.0002378212
1781061942.50435 0.060263 0.069753 0.062566 -0.328356 0.255386 -0.601626 0.681914 0.0028036726 0.0000385762 -0.0001106337 0.0015133578 0.0013253549 0.0020575269 0.0021451820 0.0020876299 -0.0001532173 0.0025096054 -0.0000325556 0.0002372479
1781061942.53768 0.059971 0.069477 0.062974 -0.327520 0.256501 -0.601281 0.682202 0.0027961407 0.0000408142 -0.0001064413 0.0015112862 0.0013230485 0.0020541708 0.0021448563 0.0020877478 -0.0001531138 0.0025093937 -0.0000325368 0.0002371808
1781061942.57100 0.059722 0.069199 0.063318 -0.326815 0.257328 -0.601016 0.682462 0.0027887506 0.0000430178 -0.0001023299 0.0015092525 0.0013207841 0.0020508819 0.0021445383 0.0020878618 -0.0001530124 0.0025091872 -0.0000325181 0.0002371152
1781061942.60433 0.059503 0.068943 0.063626 -0.326178 0.258032 -0.600791 0.682698 0.0027814954 0.0000451886 -0.0000982955 0.0015072549 0.0013185598 0.0020476572 0.0021442274 0.0020879721 -0.0001529133 0.0025089856 -0.0000324994 0.0002370509
1781061942.63766 0.059233 0.068701 0.063983 -0.325431 0.258905 -0.600529 0.682955 0.0027743734 0.0000473268 -0.0000943370 0.0015052931 0.0013163752 0.0020444955 0.0021439237 0.0020880788 -0.0001528162 0.0025087888 -0.0000324807 0.0002369878
1781061942.67099 0.058898 0.068473 0.064352 -0.324629 0.259594 -0.600359 0.683224 0.0027673802 0.0000494330 -0.0000904519 0.0015033661 0.0013142290 0.0020413949 0.0021436267 0.0020881821 -0.0001527211 0.0025085966 -0.0000324621 0.0002369261
